"sampno","overall_prob","tshift","desired_mode","viral_peak","obs_sd","sd_mod","sd_mod_wane","true_0","intercept","LOD","incu","t_switch","level_switch","wane_rate2","prob_detect","t_unit","t0","nu","rho","prob","prob","prob","prob","prob","prob","prob","prob","prob","prob","prob","prob","prob","prob","prob","prob","prob","prob","prob","prob","prob","prob","prob","prob","prob","prob","prob","prob","prob","prob","prob","prob","prob","prob","prob","prob","prob","prob","prob","prob","prob","prob","prob","prob","prob","prob","prob","prob","prob","prob","prob","prob","prob","prob","prob","prob","prob","prob","prob","prob","prob","prob","prob","prob","prob","prob","prob","prob","prob","prob","prob","prob","prob","prob","prob","prob","prob","lnlike"
1,0.323012406472117,0,5,15.5855942354538,4.34187621064484,0.788828786,14,40,10,3,5,10.149376951158,37.389629795216,1000,0.0786337555013597,1,0,1.5,0.03,0.908594451844692,-0.395796624477953,0.815012477803975,-0.462963769212365,0.0841162544675171,-0.870014054700732,0.143784794956446,0.925281625241041,0.447754234075546,0.728151190560311,0.0316703077405691,-0.844189747236669,-0.929442794062197,-0.862695693969727,-0.792312956880778,0.748697116971016,-0.454590862616897,-0.184168454259634,0.877571588847786,0.557499658782035,0.930361271835864,-0.887594739440829,-0.760091471020132,-0.253391413018107,-0.974981141742319,0.0441474923864007,0.66575655946508,0.613062731456012,-0.749220710713416,-0.55699511570856,-0.574341139756143,-0.613883804529905,0.531511730048805,-0.885767603758723,0.0879629971459508,0.231488535180688,0.033461264334619,-0.22099387133494,-0.896238592918962,0.0685275378637016,0.289334696251899,-0.179398718755692,-0.854145850520581,0.171189228072762,-0.406130735762417,-0.33823924139142,0.917849217541516,-0.378036946989596,0.384695195127279,0.924986401572824,0.547799072694033,0.308991149999201,-0.740496342536062,-0.795746204908937,-0.425323971547186,-0.548544084653258,-0.333660319913179,-0.287853572983295,0.332679327577353,0.436394635587931,0.0696840877644718,0.741581044625491,0.0526416404172778,-0.82145705493167,-0.967875649221241,0.32325930101797,0.343186231330037,0.817331331316382,0.700488053727895,-0.0807937071658671,0.616846771445125,-0.925622883718461,-0.279844463337213,0.72115630749613,0.718019632156938,0.302738023921847,0.37822159845382,-110.931838171983
2501,0.826981285522414,0,5,12.3393712243262,4.78547153568432,0.788828786,14,40,10,3,5,14.8789968939749,37.5779451286772,1000,0.227209851363259,1,0,1.5,0.03,-0.122561171198916,-0.853397845354366,-0.627615570301976,0.0815802695278886,0.368449495896021,0.0809011213006932,-0.422817660949822,-1.51086949183122,0.210562878705184,0.456781176332685,-0.760687237476093,0.942419431708048,-0.945452092923953,-0.666727470342701,-0.921174279484897,0.544883886740883,0.131943534112351,0.398762024545153,0.223835294109474,0.751655406747073,-1.80837467347421,0.590334353856846,-0.331306657810562,-0.94874810293607,-0.343341460996848,1.93940507653402,0.369129674561924,-0.383879277350426,0.821097688322139,0.0141541097267415,-0.475387878208159,-0.792379077838513,1.45541590424689,1.4958241482629,-0.507057588029454,0.8947130056357,0.493289317639164,1.70582298700924,0.755791463075013,-0.251132913563282,-1.58874451445428,0.420814631539272,-0.275318797331342,-0.722152244962511,-0.143068671937658,0.403802273196156,0.94476998250273,0.00319964374054338,2.22566628748055,0.312738086817272,0.375948987997892,0.310177934109967,0.143026247118085,0.695378020314081,-2.23981211819016,-0.524194906438568,1.1953441936425,-0.731917283312343,-0.405621815790533,1.35286228994737,0.260330780184206,-0.986155128770113,-1.21863617665846,-0.562338695978878,0.780229886072309,0.786224459746995,0.851904585607494,0.261672500786653,0.906142166167042,2.82937403725639,1.28944971629226,-0.264124258298774,0.10339518682131,0.325741808679211,-0.736873361970513,-0.21119426496589,0.115270360962665,-131.987543168676
5001,0.0715959806953405,0,5,15.4670656511683,6.2061448170589,0.788828786,14,40,10,3,5,13.7567672413923,35.9589167122475,1000,0.0865733506150222,1,0,1.5,0.03,0.456071993757998,-0.439520711227957,0.769919170115317,-0.517522056246543,0.285867843995066,-1.56342317177612,0.702023158446066,-0.562194241716608,-0.561627216020482,-0.559241335228291,0.222864737579318,-0.449152503502169,0.549990203198184,0.797690377900706,-0.572690017103435,-0.544077165915493,0.21950301756255,-0.535376927664181,-0.0730281704344894,-0.383474974411362,2.20747176966534,1.2105564157187,-0.0924845517314015,-0.858126171392976,-1.47551084525623,-0.126188854635462,0.776127136959332,-0.567477186230955,0.564566111811081,0.32702084738552,-0.286912102261631,-2.35174180047317,-0.484663664671216,1.55781957754613,0.876276924183564,-0.455730239583776,-0.589515814365111,-0.573476984247207,-1.40183885374063,0.742975959901079,0.38841554436264,1.24097529201962,-0.255614189979279,0.947622124090065,-0.278532091673674,1.01731409165283,0.864948824749442,-0.634021827547694,-1.02264745475159,-0.0185869564106216,0.913576021333462,1.37521638191948,-0.410669830159748,-0.881307037764334,-0.6113965964332,-0.493041934095934,-0.28579560169748,-1.06900984090866,-0.778077083242415,-1.69781590147905,1.1367477674669,-0.592204615670142,-2.01446694318307,1.88952268440156,-0.830362244638912,-0.634519305222022,0.828524217833674,-1.95244546467375,0.911306007167243,-0.274434699997934,0.677680567481574,-1.27976268505686,-1.96691897664744,-1.60101670705554,0.0187846732896686,0.426007021902807,0.533846238635243,-128.874548902117
7501,0.461965311912576,0,5,14.2116137116983,4.76230859892691,0.788828786,14,40,10,3,5,10.2451610189417,37.9764327323826,1000,0.160323875513978,1,0,1.5,0.03,-0.192810619727227,0.31741394363062,0.691229571607854,1.26777435726215,-0.318256568543631,0.611566033776008,0.652838854496377,0.451389371702151,1.21896152452126,-0.685711842313304,1.25200082098378,-0.414083804557853,-0.913345337279626,0.229837838269954,0.0482396644846168,-0.644922249663614,0.00300862216637265,0.903123985341451,-0.651794253546019,0.574774451750656,0.0686191772394228,-0.0508605939760558,0.32249524382236,1.24582903213392,0.0642413866730225,-0.973311556894104,0.436178127163385,0.620150914281907,-0.11690340182515,0.108306194369004,-0.246082740215413,-0.260502580541059,-0.707121173991778,0.636671021041386,0.277994448774821,2.03688995321208,-0.931356247017471,-0.317992071290015,-0.519496492735647,1.07265758208951,-0.498776835286956,-0.219824456034819,-0.35920800804285,-0.932746504321382,-0.783410439759492,1.73407092369382,-0.568702341227802,-0.541079411183962,-0.829621386458359,-1.53528454233372,0.199244022294273,-1.25825244455401,0.448516255949228,-0.0625852336237033,-1.37052156907244,-1.45117686549122,0.134967378452984,0.69767098184607,-0.00187053930509806,0.696844850911447,0.860258316549996,1.01366751006778,-0.241378807710096,-0.873652838805495,0.475487792749806,1.38907647194662,0.60642388712519,1.1603489980862,-0.755424943106037,-2.01083374292283,0.562694420220335,-0.194841089870404,-0.15041347524786,0.224498180570563,0.0738323823844882,-0.990235798615096,-0.672753728142473,-117.967536847819
10001,0.99977739892162,0,5,15.9041770105803,5.58939322637051,0.788828786,14,40,10,3,5,13.5335440765336,37.0886005530365,1000,0.129655775232986,1,0,1.5,0.03,0.786532510260697,0.455111646614078,-1.15567935771152,-0.368709193401519,-3.20379411837905,-1.14128906317432,1.14445269613828,-2.93399383197855,-1.35212046330454,0.753890791792827,0.30862928744264,-0.847951628596918,-0.018121967574239,-0.971993877821754,-0.789781544909155,2.78266169884777,-0.0303368942437512,-0.64960143940476,-0.652333391805973,-0.995541724118574,-0.390878183006803,-0.556528420796662,1.3523906982501,-0.071390520391164,0.0771951072528365,-0.002510584734708,0.601475826030871,1.06029416039387,-1.59102013563469,0.906684636831562,-1.26765925728403,-0.181306468055669,1.30411223025027,-2.13089422364403,0.17658247226855,-1.10265106834434,0.566303075727181,1.01821377705832,0.652591018495029,-0.749483413600402,1.13420035377534,-1.39645808172804,0.772930680798923,-1.44007256617132,0.796004946523647,0.0934351685248002,0.515999029110655,-1.25935366472667,1.53814329664481,-0.0519410246955856,-0.545899303172783,-0.0495551405603029,0.674828431006458,2.08656186482942,1.42410207977773,0.248364900249853,0.921761473417814,-2.3792081208934,1.70490437914377,0.976750178251678,-0.0827241542907751,0.0587434021001035,-0.138065792315418,-0.306919118360504,-0.642808695063892,-0.0726435617928697,0.0287115555037831,0.117163716412792,-0.163210884438085,1.00199035852694,2.95493261395455,-0.214908206664291,-0.355796342090033,0.9741621725557,1.44436524743085,-1.11908477269473,0.721296395562232,-141.525954042711
12501,0.507896331972745,0,5,15.6751949401246,6.30006083746979,0.788828786,14,40,10,3,5,12.3080684868451,39.9133726927139,1000,0.078885735986246,1,0,1.5,0.03,1.08278972431464,1.50939963021682,1.09714703184201,-1.86625812042271,0.833608980891915,-0.775535380333214,1.76821149170698,-0.783036779665842,0.684220443848064,-0.613870456321157,1.34580369896961,-1.41145912927316,-0.190983172337752,-0.580246731202975,0.937913626131148,-0.874614546690231,-0.530853927726788,1.75991899922431,-0.514338961084837,0.575974796297904,-1.35845103035182,0.776500955398151,-0.582151465747118,-0.132643334763169,-0.933238906096318,0.512458264654162,0.911391275744308,0.070341740240554,-1.17326126100482,-0.91279473225342,-1.59975274931583,1.09223835334285,-0.46780160600686,-0.410202822642365,-0.323243428695303,1.00492239005174,-0.519891651284523,0.453797412985972,1.73185318553035,-0.301421854555358,-0.28153267411267,-1.00148226122378,-0.487857144450286,-1.09234680568815,1.07290381021326,-1.02462807358878,-0.649328550720026,0.328639002541068,-1.0702501033876,-0.00507352612935208,-0.0399306742297449,-2.09571220301357,-0.90712837471774,-1.01752418002637,0.648592745729974,1.38879718268142,-0.759300530715043,-0.22516742202688,1.13149681451386,-1.16034735673276,-0.40273207850111,-1.31420175201862,-0.552027321621179,0.0211489190220026,-0.709180177840349,-1.05392497622938,1.67557775702819,-0.885644053060074,-0.177882961601632,2.02830657811346,0.273354118998705,-0.377050679596898,-0.171789261748298,-0.0640201758457019,0.496168622615406,-0.521095268281671,0.484735925087201,-128.213126883501
15001,0.191309283254837,0,5,14.1021233116377,5.1217824006611,0.788828786,14,40,10,3,5,17.4659987836348,37.7138881318389,1000,0.137108084766565,1,0,1.5,0.03,2.49334696179357,0.410061786667847,-1.72071529619823,-0.0911008968336944,1.88194960275272,-0.569502843570631,-0.735570353816745,-1.56516046717098,0.382187484142648,-0.122807404954823,1.15239837842128,0.0879337104611862,0.965298412266909,-0.558577797659823,1.47429954076098,0.315828108034569,0.460332899656342,0.464791936476997,0.231925002473391,-0.461886353720705,-0.0210170925723403,-0.79143195793101,0.21392745008833,-1.90375613271389,0.685809384000337,-0.123105929647057,0.0975031292734501,-0.686461629905427,-1.00413682887806,-0.724433198513062,-0.412461050279355,-0.908416698020662,-1.40110450725665,-1.17335035507799,-0.3489109645416,0.766766674042869,0.478834616180057,0.229249701907872,-0.316383936937493,-0.788740385190085,0.884221374426419,0.654678577146831,-1.65836110635516,1.1975191181134,0.0131919049968038,-1.64697005388476,-0.530208136555288,-0.169648391065723,0.0272929147665671,-1.01818068298478,1.48281207769973,2.09317679017962,1.52616713570261,0.713945239419134,-0.00322891935548044,-0.00459013798516827,-0.47952783365136,-2.32778452850195,-1.82155066076463,-0.347299670848072,0.0218053971952667,0.845899813109583,1.2170535958456,-1.4274667197702,-0.876737156959079,0.399801380736805,0.327087115737779,0.143885595384944,0.262729131636307,-1.06877900267256,0.930121748656735,0.70297296304434,0.0267968051030714,2.8460855749516,-0.813227789720351,0.0273020797574111,-1.27695005443321,-132.737970044509
17501,0.793022011554887,0,5,16.6084072486554,5.97598019945391,0.788828786,14,40,10,3,5,15.2877470220505,38.109701900462,1000,0.093732676543422,1,0,1.5,0.03,-1.66553650609398,1.62914914543506,0.661988524577363,-0.620381859492253,-0.133835374199767,-0.273216813468762,0.670646099458735,0.693696640504415,-0.234372827937142,-0.488731687029542,1.02761430950795,-0.945725873624138,0.975796203867367,-0.330729057924185,0.952605991907844,1.85331463544502,0.825659199037111,-1.11630367464121,0.181820893602868,1.27022848740033,-0.585666093584057,-0.724822502806291,1.38698841271603,-0.972801226351705,0.74272036104151,-0.461135033947263,-0.067210435693263,-0.408879834195688,0.99929476017965,-1.04373704659866,1.39354474908213,1.58671626165058,-0.554650153208529,-1.5059806938864,-0.855510641234192,-1.13219864033166,-0.0328517348018342,1.30693520754015,-1.30162865174664,0.217114412002369,-2.10292572706109,0.362296572870879,0.825301226703504,-1.23314373329953,-0.126188195185208,-1.27007771025312,1.31693736349292,-0.177390053846653,-0.080885538762865,-0.981812629362686,-1.90679877583404,-0.360404397122434,0.119108135162826,-1.97743059493533,-0.0519353751373064,0.305835689947552,0.373456798322294,0.521673866504697,-1.49375385214299,-0.267639000058641,-0.140049382961811,-0.780052433343651,1.2474338181372,0.270053369044809,0.215593025965545,-0.84866522768528,-0.288647188394375,1.71423859779522,0.389588481418547,-0.230619557382964,0.0852081187834808,-0.455337019119754,-0.15700587997519,0.279994850206516,0.13613960330061,0.14956230877253,-0.896419108524787,-123.359789051791
20001,0.245953596885124,0,5,14.0227756927243,5.83813611887444,0.788828786,14,40,10,3,5,10.2527997423114,35.1162498638536,1000,0.118702259686142,1,0,1.5,0.03,-2.34147837411973,0.458277173477398,0.890583476761717,0.607637587064379,0.339854902684105,0.152180596960309,0.0771412815128053,-2.34307069582807,0.324384024239884,-0.203146908970473,-0.539101360814945,0.105921202813088,-0.470595734101629,-0.00253377102431568,-0.82476347994952,-0.229001929047158,-1.31116578262629,1.01926865130255,0.737804354670488,-1.55193235805816,-0.513003205192837,1.22863414209042,-0.181859668338818,0.552581337113565,0.00146027280412631,0.529533539670884,-1.27007726188388,1.37953465241172,1.59608683178454,-0.0633846631804451,-0.937769055390854,1.40035820201478,1.71762344272916,-0.407057662695299,0.877903088579979,-0.297554640736027,-0.774691777729934,0.977596778088827,-0.591363831263401,-0.571638037719096,-1.44065197725855,0.183643355743458,-2.58023543453622,-0.731580378251815,1.60862686368129,-0.0896813574048868,-2.46121504037751,-0.326748789519666,-0.233403909730642,0.452969335742145,0.300427178762621,-1.19020289155836,-0.462440348718852,-0.0938185624317244,0.757483746543851,2.84641601257708,0.880303047665032,0.0912122794775906,0.526827393468209,0.557325899155903,-0.463705771781713,-0.344777428808705,0.417335832498251,-0.460721234515629,-2.41200932066075,-0.304557509500265,-0.974356438544328,-0.165083952967298,0.732398168122,-0.0230653061254827,-0.510578192053439,-0.167275991300014,0.149118624799868,-0.847287450400035,-0.356038055938338,0.147685517554156,1.38505985578873,-135.235744531083
22501,0.498079483121534,0,5,17.4959400404744,6.22999575334624,0.788828786,14,40,10,3,5,10.4301366958324,39.2695664591833,1000,0.0823939668025134,1,0,1.5,0.03,-1.86673067820035,0.310395157854536,-0.390015082070616,-0.895235343302557,0.237071973924854,-0.129334229676715,2.56586662188035,0.458882641398918,1.06812846693655,0.577430998255435,-0.420476599998949,1.06577102141746,-0.482999307551357,-0.927225934754731,0.438389489091997,-2.32904193210549,-1.14438357752277,0.474378946343698,0.233628682741137,-0.312139764838599,-0.243859682916226,-1.04076349955578,-1.18917295919366,-0.15516625416602,1.05980406937477,-0.972406060452406,1.66210651891289,-1.45450894026644,-0.0889483179663317,0.32176442487523,1.1114063060872,1.2519589251779,0.635068439106174,0.656410431946105,-1.68717653020393,0.107408638463248,0.392184485947176,0.547982806133827,-0.950100730165619,-0.353754227042806,-0.32304896571902,0.384806271612727,1.20615415070323,1.24480579628421,2.26060074910765,0.445788280605932,-0.132525998295469,-0.619783881144152,-0.350727135115749,-0.435064260155103,-1.89561679133856,-0.216505900047962,0.0742574641769207,-0.207425393817857,-1.54423430780704,-1.62246533929593,-0.190666457824973,-0.263501050282126,-0.0535204838451073,-1.87960093571491,0.706461475014593,-0.956326957499556,-1.12312371248454,1.11291064001735,-0.118410967230419,0.825488072113131,-0.900488075112721,1.02855277367254,-0.176442782205322,0.659925089221614,0.0999912954951769,-0.854781519502743,-0.415643370946445,-2.12865281901933,-0.984266153861097,-0.648297865342411,-0.851230492318657,-130.620406969665
