"sampno","overall_prob","tshift","desired_mode","viral_peak","obs_sd","sd_mod","sd_mod_wane","true_0","intercept","LOD","incu","t_switch","level_switch","wane_rate2","prob_detect","t_unit","t0","nu","rho","prob","prob","prob","prob","prob","prob","prob","prob","prob","prob","prob","prob","prob","prob","prob","prob","prob","prob","prob","prob","prob","prob","prob","prob","prob","prob","prob","prob","prob","prob","prob","prob","prob","prob","prob","prob","prob","prob","prob","prob","prob","prob","prob","prob","prob","prob","prob","prob","prob","prob","prob","prob","prob","prob","prob","prob","prob","prob","prob","prob","prob","prob","prob","prob","prob","prob","prob","prob","prob","prob","prob","prob","prob","prob","prob","prob","prob","lnlike"
1,0.511516488157213,0,5,24.6130646788515,6.29617703752592,0.788828786,14,40,10,3,5,28.5248045437038,39.9082182983402,1000,0.0170527824386954,1,0,1.5,0.03,-0.456626895349473,0.688977038022131,0.0776096261106431,0.840338295791298,0.933380350004882,-0.918330740649253,-0.595679365564138,-0.968762664590031,0.535188312642276,-0.632752682082355,-0.88137267017737,0.167099600657821,0.154315463267267,-0.380626732017845,-0.870625760406256,-0.575964835472405,-0.676138297654688,-0.472103456035256,-0.993630002718419,0.226168639492244,0.0824691723100841,-0.0630049458704889,0.884235569741577,0.905339932069182,-0.794072535820305,-0.897351654246449,-0.23708669282496,-0.96215996099636,0.403659384697676,0.460778957698494,0.34924034960568,0.123254145495594,0.513647165615112,0.264347646851093,-0.091034306678921,-0.141303271520883,-0.213857246562839,-0.011132559273392,-0.752652993891388,0.230112212244421,0.589422057382762,0.424843485001475,-0.576002523303032,0.697681568562984,-0.719551278278232,-0.34177391929552,0.180418461561203,0.112942320760339,-0.149120284244418,0.389802970923483,0.869279495440423,0.142590880393982,0.490397280547768,-0.325865542516112,0.348335767630488,-0.0399703122675419,0.319005196914077,0.735887672286481,-0.738826500717551,0.73200436681509,0.535134120844305,0.813881945796311,-0.323103638365865,-0.30924058938399,0.763678504619747,-0.790754087269306,0.897463883738965,0.239795013330877,0.828854638617486,0.53534339228645,0.312441862653941,-0.754261983558536,-0.235116565600038,-0.934357287827879,-0.84003129741177,0.716423379257321,0.322545131668448,-147.785928902187
2501,0.454142979548179,0,5,22.5535609437192,6.4163932711599,0.788828786,14,40,10,3,5,15.0898485162409,38.3092609125626,1000,0.0858738068407343,1,0,1.5,0.03,-0.0836095946165667,1.25639804721268,-0.111128482958186,-0.528202000714259,0.262343539948336,-1.00487372771496,-0.708832644000522,0.374889267866601,0.563705118476053,-1.02058552590146,-2.32155646202039,0.0226190773379914,0.388726575626318,-1.67514013582009,-1.68293697618402,-1.25420470095641,-0.632474593531056,-1.95878302181852,-0.431818435047246,1.04567704143106,-0.0133366733649916,0.499759551938187,0.842742235973792,-0.0435330722667242,-0.157182443795898,-1.01467204888757,2.65853276248571,0.478095744432687,-0.476964561764,-1.5985981287847,0.627652140050489,-0.49025618451488,0.737653840544334,1.10920373850447,-0.0065182014414098,-0.328332726086494,-0.19092479017014,-0.71809979758758,-0.128294715985376,-0.71886175315538,-0.240704595612644,0.190943788639711,-0.139508381832246,0.399741249356583,0.479320616987118,-0.0735605117018014,-0.336694610299621,-0.587856927980054,0.838141779091753,1.70417904563655,0.801259427973279,-0.319210393088653,0.525512514476121,-0.105724944642629,1.21535667693095,-0.494883576477633,0.424749108296512,-0.429371286702823,-1.55617373765286,-0.657484536922683,1.26582583476023,0.155280777395633,0.080698361012722,0.543217806288521,1.20306539703963,1.02086510801952,-1.44891646426629,0.239119778089645,-0.690561306658812,0.658387308343026,-0.182180754540219,-0.545093869670583,0.379535863859414,1.03835120945024,-0.0799819660868425,0.420426258174377,1.39236527969934,-132.179185562862
5001,0.521403272515024,0,5,17.1670562219074,5.83503978354767,0.788828786,14,40,10,3,5,12.8893997394056,39.1672394142714,1000,0.0634668741096883,1,0,1.5,0.03,0.282195324295409,1.26425734265685,1.31380888191923,0.178026118827477,-0.291952829118794,-0.532118204659524,1.76776599065854,-0.680321933511243,-0.263912652110241,0.896873816160688,-1.87737270448163,0.365086624718603,-0.405903193379215,-0.747572526090801,-1.12069166188463,-0.935560303534001,-0.725725552270405,0.431849972416531,-1.51673976191162,1.96880414113731,-0.63343258640371,0.44730223487709,0.844458750028714,0.921479926449705,1.37453275471187,0.790365020631899,0.241361803745658,0.0678080632866234,-0.616368646896596,-0.915438720370632,0.474119990014077,-1.22715665974161,0.0829734829663931,0.544088405816038,-1.8027784007189,0.559176624756418,-1.08646958304634,0.00158778088030748,0.342128185842313,-0.441737802847835,-0.0776107689225208,1.23712348515902,0.368377736851631,-0.102322231423089,2.47375898242492,1.24674046523963,-1.09417135820275,-1.19591081961858,-1.17475829852796,0.665280342120912,-1.05900825755914,0.330861958991868,-0.360261724963833,-0.521323067264797,0.689587405718405,0.406608847333112,-0.0675190710587107,0.852713376089509,-1.05455557919039,-0.365279870539046,-1.43229000436626,-1.13896022555882,-2.119958716069,-0.88554631470075,-0.904674849686685,1.27675511418621,-1.01819321673995,0.535307946341444,0.0572508319162044,1.30915622224934,-0.466817618432569,0.200120954606408,-0.377475043520361,-1.13937346226499,-0.506341060282516,0.13741003219812,-0.0441135286347341,-125.721494334127
7501,0.413362721382045,0,5,16.7612690998257,5.22565485575041,0.788828786,14,40,10,3,5,12.5932918418096,38.4638985893097,1000,0.0832732908712578,1,0,1.5,0.03,1.17789056416868,0.743823417658434,0.0808816708351053,-1.02258899470808,-0.491147312497004,-0.122002745383668,0.26102693078684,-1.22557221333174,0.522593171785715,-1.02102362308859,0.480679123353341,1.1608617603355,0.561734005930131,0.669115136822435,0.131914932665641,-0.0114050419374566,-1.19904958807274,-0.185365978948338,0.754579022347458,-0.534071325055025,-0.0191285187162245,1.02021073959919,-0.0547140098746636,0.488105580902563,-2.10764849772237,0.926490296588046,0.847125422839619,0.791445516646627,0.875710893602276,-0.0202791821036098,-0.032858167214463,1.13873937503406,1.51823757001573,-1.26346742966955,-0.750874211202699,0.444294114196111,1.2429817584907,-1.97006106833763,0.256317935262783,-0.789556523508365,-0.651939588357773,-0.798660264630206,0.70223524628981,0.0540802798617223,-0.448474870899186,0.0397378887386086,-0.471778687287355,-0.0667371380363064,-0.0311047537086809,1.03533026964713,-0.517657269585696,-1.08730127172974,-1.24468246346134,-0.608412391100844,0.0982550557302629,0.120195021549985,-0.192793720599342,1.23676588273307,0.0842808551080113,-1.2676358153472,-0.279977952063532,2.17250595965907,-0.624047201130585,1.0354874499846,-0.499203424025442,0.492437240284574,-0.252526984566922,-1.22637079827321,-0.376094110449274,1.28982087251116,1.69827341865122,-0.742894921095766,0.690799704377973,-0.9919510403229,0.625386868760519,-1.03162289948328,-1.26230459278573,-120.835914497917
10001,0.427036485543599,0,5,16.9861217618124,6.04377833363305,0.788828786,14,40,10,3,5,10.3740409943577,38.5261587403167,1000,0.0851886408559994,1,0,1.5,0.03,2.14342753235563,0.786888915484649,-1.24000296640149,-0.645645803796034,0.154252198391051,0.194633163639422,1.41269952511827,0.70396195788283,-0.270653064514698,0.0518652930797146,0.885754268324969,-0.93469268675184,0.192513802816443,-0.4019846413023,-0.723443834985386,0.20652742805965,0.144798738318843,0.80109821264221,-0.481966332777765,-0.116116170199688,-1.47612489116226,0.948327669485041,0.787420965839968,-0.5460589997586,0.0194802839138856,0.562359692822978,-2.48818583938954,0.775537966580936,-0.463099828525601,0.118706987628569,-2.11449723853183,-1.03883326726248,0.776414168161031,0.211598290427885,-0.535346681751534,-0.544970674018846,1.25038192926329,1.62201405590528,0.930054190288675,-0.346906776998507,-0.144278008534467,-0.271869871768495,0.401538469808058,0.925756324616043,-1.93924188413697,-0.223868454107081,-0.603831179072417,-0.896092074793399,-0.971375041976418,-1.38643383593686,-0.299950618164797,-0.735800571385292,-1.76372367625007,0.0641168463301025,-0.242233671349969,1.59667981595072,1.13206105893844,-1.08777713531529,0.531321609213621,-0.866434358263136,0.508482149925512,-1.85828381964927,1.37737823523998,1.95471652598098,0.00793757153521341,-0.46333150284244,0.654379023586872,-1.40989255645062,1.14744271426063,0.263068217109968,1.14055594014681,0.696965029878609,0.89123341319668,-0.109055643418987,0.12111984466862,0.527208746316396,1.06364946106965,-126.954107518846
12501,0.169597421430161,0,5,13.4208513185355,5.18155289057393,0.788828786,14,40,10,3,5,15.0057853957179,37.3421458010614,1000,0.120517642007268,1,0,1.5,0.03,2.05071087640452,0.481753432561258,-0.483296458135354,2.17218312037467,-0.83066743831184,1.04598216013301,-0.941084651317096,-0.590590235021603,0.966417429701213,-0.500439173417347,-1.65101690840457,-1.74556371965126,0.228078781244886,0.326053662537406,0.260918957774924,-0.668468522835048,-0.182169305415093,1.08234016888755,0.287118157017098,-0.0727222804065216,-1.42186272881796,0.457423427951797,-0.318320110133677,2.84851125070947,-0.257852128821452,0.124148692383611,0.537460608751689,-2.7651689919967,1.14096058113316,-0.757434847904578,0.189866587774605,-1.63789773353504,1.98688363509567,-0.0982455370422444,-1.99386760451097,-1.33509309481015,-0.832836248242314,0.140258020966845,0.394430430978598,2.08539154908239,0.474698459353492,1.18085692836383,-0.153902047985496,1.6282558218454,-1.73679426613203,-0.332484009360264,-1.98437750641574,0.1173102776554,1.5668079422018,0.967833787814105,0.149702020230225,-1.68812023405929,1.40780975030704,1.3663297067781,-0.470775230755968,0.369637665988786,-0.423429119128144,0.356472826696189,1.83733919372637,0.202708316708496,-1.48836265564407,1.8088120206927,2.11344272732176,-0.487716255910884,1.08098139565275,0.035813544609631,0.063552451515179,-0.938196327197925,0.00824054020605747,-0.123351643004158,0.359647775260838,-0.532192150224898,-0.856603218954083,0.712025656356929,2.90863525716774,-1.24924914059431,-0.379834478761677,-145.967067734709
15001,0.154995078141149,0,5,13.5119324660599,5.37449927656371,0.788828786,14,40,10,3,5,19.5344783132649,39.3529102915289,1000,0.124260400510244,1,0,1.5,0.03,1.09360184834448,-0.257047840182759,-0.994251250665072,0.0544121879849082,0.944316049710614,-0.248737565203549,-0.429448309650037,0.803866529226561,0.467744756001078,-1.02935999967986,-2.19341300859141,0.208541877338543,-1.35753915130925,0.94678433194115,-1.04818126065026,0.0896113763074149,1.37134329105973,-0.571994566458625,0.227925426137928,-0.349730031623423,2.16434456315838,1.43879239461759,-1.08055723974458,-1.22295385568211,-0.17598400536591,-0.66740615085805,-2.01865956808616,0.967401766784175,-2.52737860685305,-0.814748202034962,-1.65156609315793,-0.115706469584971,-0.211494604074993,0.23466047246797,-0.435517830252251,-1.63176341928325,-1.29859388918532,1.34158151905412,-1.9769107322052,-1.76785568552594,-1.91530718832025,2.02760939846732,1.45852931207523,0.600556596894332,-1.00469731986734,-0.601296544227665,-0.209418234655208,0.0912082506325604,0.304232265858053,1.15629025929637,-0.278189814951377,1.1721714222797,1.14218041053692,1.43237101520126,-0.0259464170197819,-0.279245951005432,1.73684702536571,-0.151550581913265,1.31750470568011,0.950050300525382,2.85364989594419,0.721160436707921,1.7504255995981,0.875595116265738,-1.30053421475515,0.5398174986541,0.56632298128163,0.12863824108738,0.514014103730995,-0.12594602959972,0.449868706319183,0.881258385400254,1.25088994929025,-0.132570803527665,-0.398124998107566,1.25517840193567,-0.300763068551217,-143.059191076438
17501,0.740290289194893,0,5,16.0239265312826,5.75516214821859,0.788828786,14,40,10,3,5,15.812224320625,37.8474487243096,1000,0.0952930780290039,1,0,1.5,0.03,0.581837217877157,-0.269776832445616,-0.986688172778702,0.974749626440615,-0.173154825828602,-0.901505728715331,-0.0828706686155425,-0.991617559445875,0.66665356698448,0.205796806057624,-0.0195431631095375,1.8620602394147,0.689180942939483,2.14231971244121,1.2692925698484,1.01235163634374,-1.08670836624936,0.700646951610443,0.0968783962691291,0.811760561218824,-0.476162494050794,1.04656525977815,-0.574280732366806,0.298397184829778,-0.410812680511046,0.17573461049407,0.725131352991423,1.04320619411474,-0.892809262773458,0.55415983944849,0.248931333063148,0.654313924408878,1.6879623634786,0.691627206034348,-1.69275474690632,-0.478811499366557,1.21154891367667,-1.40927745711084,-0.304653894407257,-1.492135151021,-0.171791461581355,-0.955814739000698,0.683213662548412,1.4632807843864,0.491995690515105,0.205538860527827,0.548683220296038,0.231652977249819,0.735422096038418,0.231772317649948,1.47171094155149,-1.23313177798199,-1.01475845162153,-0.27611282792589,1.05653610573528,0.902140585649587,1.84216214572002,-0.462150312331706,-1.62169015883856,0.217307537557611,-0.116867772804072,-0.504934589018156,-1.8584000630567,1.67789227531105,1.55791533565404,0.395091523211213,-0.00794762994523682,2.27181794320259,-0.762022625093497,-0.353777902984965,-0.00194052706246772,-0.706411935848332,0.903371344415997,-1.578583083863,0.204674042269099,0.818171006807061,-2.74102648369664,-130.084412121989
20001,0.339520686784685,0,5,14.8323557888144,6.02257669444265,0.788828786,14,40,10,3,5,7.90292113616981,38.5807472337853,1000,0.110352591496493,1,0,1.5,0.03,-0.299470055216508,-0.57180450048218,-1.48709952981103,0.890317886618548,1.92129359567407,-0.114539336074871,0.738700561902783,1.44288327379251,-0.209399449578394,0.000540994261847172,-0.232539967356068,0.0402072294244993,-0.507001587260028,0.797054921890126,-0.226298710084956,0.405949259000807,-2.1863133508104,0.290819153849213,-0.720238344025866,-0.133518444354601,0.454993693140833,-0.194763663179521,0.137306696997168,0.994488324685918,-1.14342424724888,-0.128020026913412,1.00201647350831,-0.959105621273139,0.649203173187817,0.658327749717925,0.598972740487096,-0.785192274337164,1.50866996680346,-1.45164289713817,2.26275960463763,0.861250932075135,0.772287956954611,-0.0877419527166703,0.143970423587211,-0.559239601874588,0.216041849411291,-0.314475711543369,1.85707404692513,0.177006074959894,-0.333456300461034,0.572944531217357,-0.695441264754268,-1.27093465233882,-0.988659993227005,-0.353643654677373,0.204158951659028,0.267819198493367,-0.631948192675181,0.157666757621613,0.0822878680416608,1.30921579389442,0.14700530721461,0.986533368073288,-0.764169269076854,-0.562364671895459,-0.798242013658001,-0.442023841380246,1.3231646988235,0.638873049722072,-0.507324338739835,0.516204820365538,-0.0355599697187765,0.34770585360056,-0.0356814245178088,-1.20166796497677,-0.51496370857786,0.0212763629314258,-0.166412111452529,-0.66869246922676,0.413817639802296,-0.347618106463509,2.09305885284469,-120.195392182826
22501,0.101523855888867,0,5,16.1663745767258,5.41917791706321,0.788828786,14,40,10,3,5,13.3796062692235,37.8303490695905,1000,0.110388930054984,1,0,1.5,0.03,0.484574144474037,-2.6478922450853,0.411316875219478,-0.109249796331348,-0.72064293207808,-1.47333668718856,1.34434414673551,0.0257675458662925,-0.1161784229977,-1.25909212742725,1.74311530197905,0.119808308799475,-0.756196809730525,-0.763728959261504,0.671355022002582,0.301999945284908,0.990949691379332,-1.2869816229926,1.2545732487716,0.211936804126386,-0.779132871427392,-1.78712630339379,0.327497437367257,0.537003402301642,-0.0123609301301254,0.0366919065714381,1.77333661964551,-0.580653871993026,-1.32293363456087,0.0486419912405693,-0.789769298191671,0.204476274916218,0.63543750682861,1.03775446708869,-0.745259428204644,-0.219983984101666,0.73959024566284,-2.0896877076642,-0.476853502567232,0.715372286817897,-0.0803508732742733,0.563468097949612,0.43694444211617,0.640532726676197,1.4801721843624,-0.212072272102274,-0.588698975396363,-1.85642528759614,0.128832446470817,-0.667419894695418,1.03369069400711,-0.122221037031729,0.656351925153103,-0.558028267260679,1.010802919753,0.260527702666367,0.462197360068311,1.28607743476981,1.3803509592361,0.765941449801288,-0.667267077120037,0.515846024392807,-1.13583002701571,1.00901470029494,0.32455409752259,-1.64345259797486,-0.84165423322628,1.03010638745565,-0.234246055155831,-0.614999760763637,-0.409608765285871,0.329558222017774,-1.24294228967154,0.566405853395707,-0.0028048538122647,-0.771978623323529,0.778538795272312,-124.670095107222
